"country"	"year"	"pop"	"gdpen"
"ISRAEL"	1955	1748	2.81
"ISRAEL"	1956	1821	2.948
"ISRAEL"	1957	1894	3.046
"ISRAEL"	1958	1968	3.145
"ISRAEL"	1959	2041	3.376
"ISRAEL"	1960	2114	3.477
"ISRAEL"	1961	2185	3.781
"ISRAEL"	1962	2293	3.975
"ISRAEL"	1963	2379	4.185
"ISRAEL"	1964	2475	4.445
"ISRAEL"	1965	2563	4.644
"ISRAEL"	1966	2629	4.528
"ISRAEL"	1967	2745	4.494
"ISRAEL"	1968	2803	5.121
"ISRAEL"	1969	2877	5.701
"ISRAEL"	1970	2974	6.004
"ISRAEL"	1971	3069	6.457
"ISRAEL"	1972	3148	7.126
"ISRAEL"	1973	3278	7.156
"ISRAEL"	1974	3377	7.399
"ISRAEL"	1975	3455	7.494
"ISRAEL"	1976	3533	7.355
"ISRAEL"	1977	3613	7.129
"ISRAEL"	1978	3690	7.323
"ISRAEL"	1979	3786	7.557
"ISRAEL"	1980	3878	7.895
"ISRAEL"	1981	3956	8.131
"ISRAEL"	1982	4031	8.127
"ISRAEL"	1983	4105	8.259
"ISRAEL"	1984	4159	8.198
"ISRAEL"	1985	4233	8.31
"ISRAEL"	1986	4299	8.559
"ISRAEL"	1987	4369	9.039
"ISRAEL"	1988	4442	9.07
"ISRAEL"	1989	4518	8.96
"ISRAEL"	1990	4660	9.298
"ISRAEL"	1991	4946	9.524
"ISRAEL"	1992	5118	9.843
"ISRAEL"	1993	5261	10.11743
"ISRAEL"	1994	5399	10.54222
"ISRAEL"	1995	5545	10.98448
"ISRAEL"	1996	5692	11.24115
"ISRAEL"	1997	5836	11.31675
"ISRAEL"	1998	5971.06	11.3667
"ISRAEL"	1999	NA	11.34759
"SAUDI ARABIA"	1945	3580	NA
"SAUDI ARABIA"	1946	3647	2.154
"SAUDI ARABIA"	1947	3712	2.4
"SAUDI ARABIA"	1948	3779	2.339
"SAUDI ARABIA"	1949	3845	2.378
"SAUDI ARABIA"	1950	3916	2.379
"SAUDI ARABIA"	1951	3989	3.522
"SAUDI ARABIA"	1952	4064	3.203
"SAUDI ARABIA"	1953	4141	3.108
"SAUDI ARABIA"	1954	4221	3.846
"SAUDI ARABIA"	1955	4305	3.691
"SAUDI ARABIA"	1956	4392	2.99
"SAUDI ARABIA"	1957	4484	3.087
"SAUDI ARABIA"	1958	4580	3.508
"SAUDI ARABIA"	1959	4681	4.446
"SAUDI ARABIA"	1960	4075	3.884
"SAUDI ARABIA"	1961	4209	4.255
"SAUDI ARABIA"	1962	4348	4.336
"SAUDI ARABIA"	1963	4492	4.838
"SAUDI ARABIA"	1964	4640	5.398
"SAUDI ARABIA"	1965	4793	5.991
"SAUDI ARABIA"	1966	4970	6.461
"SAUDI ARABIA"	1967	5153	6.614
"SAUDI ARABIA"	1968	5343	6.923
"SAUDI ARABIA"	1969	5541	7.151
"SAUDI ARABIA"	1970	5745	7.838
"SAUDI ARABIA"	1971	5997	8.756
"SAUDI ARABIA"	1972	6275	9.972
"SAUDI ARABIA"	1973	6579	11.445
"SAUDI ARABIA"	1974	6905	12.804
"SAUDI ARABIA"	1975	7251	11.714
"SAUDI ARABIA"	1976	7617	11.677
"SAUDI ARABIA"	1977	8000	12.554
"SAUDI ARABIA"	1978	8410	12.512
"SAUDI ARABIA"	1979	8865	13.133
"SAUDI ARABIA"	1980	9372	13.75
"SAUDI ARABIA"	1981	9923	13.766
"SAUDI ARABIA"	1982	10510	13.119
"SAUDI ARABIA"	1983	11122	10.216
"SAUDI ARABIA"	1984	11750	9.199
"SAUDI ARABIA"	1985	12379	8.313
"SAUDI ARABIA"	1986	12991	7.277
"SAUDI ARABIA"	1987	13612	7.3
"SAUDI ARABIA"	1988	14016	7.075
"SAUDI ARABIA"	1989	14435	6.885
"SAUDI ARABIA"	1990	14870	7.153988
"SAUDI ARABIA"	1991	14691	7.662073
"SAUDI ARABIA"	1992	15920	7.627607
"SAUDI ARABIA"	1993	17385	7.383289
"SAUDI ARABIA"	1994	18348	7.227319
"SAUDI ARABIA"	1995	18979	7.071892
"SAUDI ARABIA"	1996	19409	6.98531
"SAUDI ARABIA"	1997	20065.65	6.98686
"SAUDI ARABIA"	1998	20738.92	6.915371
"SAUDI ARABIA"	1999	NA	6.766711
"YEMEN ARAB REP."	1945	3063	NA
"YEMEN ARAB REP."	1946	3110	0.051
"YEMEN ARAB REP."	1947	3169	0.05
"YEMEN ARAB REP."	1948	3212	0.049
"YEMEN ARAB REP."	1949	3278	0.049
"YEMEN ARAB REP."	1950	3324	0.048
"YEMEN ARAB REP."	1951	3372	0.075
"YEMEN ARAB REP."	1952	3433	0.074
"YEMEN ARAB REP."	1953	3500	0.073
"YEMEN ARAB REP."	1954	3572	0.072
"YEMEN ARAB REP."	1955	3646	0.154
"YEMEN ARAB REP."	1956	3721	0.103
"YEMEN ARAB REP."	1957	3796	0.078
"YEMEN ARAB REP."	1958	3873	0.118
"YEMEN ARAB REP."	1959	3954	0.145
"YEMEN ARAB REP."	1960	4039	0.133
"YEMEN ARAB REP."	1961	4129	0.151
"YEMEN ARAB REP."	1962	4224	0.146
"YEMEN ARAB REP."	1963	4318	0.154
"YEMEN ARAB REP."	1964	4409	0.174
"YEMEN ARAB REP."	1965	4492	0.172
"YEMEN ARAB REP."	1966	4567	0.162
"YEMEN ARAB REP."	1967	4635	0.17
"YEMEN ARAB REP."	1968	4700	0.207
"YEMEN ARAB REP."	1969	4765	0.211
"YEMEN ARAB REP."	1970	4836	0.214
"YEMEN ARAB REP."	1971	4912	0.266
"YEMEN ARAB REP."	1972	4994	0.294
"YEMEN ARAB REP."	1973	5082	0.336
"YEMEN ARAB REP."	1974	5178	0.346
"YEMEN ARAB REP."	1975	5282	0.486
"YEMEN ARAB REP."	1976	5395	0.541
"YEMEN ARAB REP."	1977	5518	0.597
"YEMEN ARAB REP."	1978	5648	0.525
"YEMEN ARAB REP."	1979	5732	0.579
"YEMEN ARAB REP."	1980	5817	0.712
"YEMEN ARAB REP."	1981	6592	0.698
"YEMEN ARAB REP."	1982	6834	0.776
"YEMEN ARAB REP."	1983	7084	0.914
"YEMEN ARAB REP."	1984	7345	0.945
"YEMEN ARAB REP."	1985	7621	0.974
"YEMEN ARAB REP."	1986	7911	1.196
"YEMEN ARAB REP."	1987	8213	1.255
"YEMEN ARAB REP."	1988	8529	1.254
"YEMEN ARAB REP."	1989	8857	1.244
"YEMEN ARAB REP."	1990	9196	1.273
"YEMEN"	1990	11230	1.678
"YEMEN"	1991	11610	1.642
"YEMEN"	1992	11950	NA
"YEMEN"	1993	14312	NA
"YEMEN"	1994	14785	NA
"YEMEN"	1995	15272	NA
"YEMEN"	1996	15666.85	NA
"YEMEN"	1997	16071.9	NA
"YEMEN"	1998	16487.43	NA
"YEMEN"	1999	NA	NA
"YEMEN PEOP. REP."	1967	1320	2.083
"YEMEN PEOP. REP."	1968	1360	2.382
"YEMEN PEOP. REP."	1969	1398	2.778
"YEMEN PEOP. REP."	1970	1430	2.772
"YEMEN PEOP. REP."	1971	1475	1.658
"YEMEN PEOP. REP."	1972	1515	1.827
"YEMEN PEOP. REP."	1973	1575	2.116
"YEMEN PEOP. REP."	1974	1633	2.022
"YEMEN PEOP. REP."	1975	1690	1.895
"YEMEN PEOP. REP."	1976	1749	2.041
"YEMEN PEOP. REP."	1977	1797	2.085
"YEMEN PEOP. REP."	1978	1853	2.128
"YEMEN PEOP. REP."	1979	1910	2.169
"YEMEN PEOP. REP."	1980	1969	2.161
"YEMEN PEOP. REP."	1981	1953	2.409
"YEMEN PEOP. REP."	1982	2004	2.928
"YEMEN PEOP. REP."	1983	2056	2.602
"YEMEN PEOP. REP."	1984	2109	2.732
"YEMEN PEOP. REP."	1985	2164	2.77
"YEMEN PEOP. REP."	1986	2220	3.82
"YEMEN PEOP. REP."	1987	2278	3.944
"YEMEN PEOP. REP."	1988	2337	3.95
"YEMEN PEOP. REP."	1989	2398	4.254
"YEMEN PEOP. REP."	1990	2460	4.08
"KUWAIT"	1961	323	66.735
"KUWAIT"	1962	356	58.40131
"KUWAIT"	1963	392	53.90106
"KUWAIT"	1964	431	51.98851
"KUWAIT"	1965	473	46.53549
"KUWAIT"	1966	520	46.88792
"KUWAIT"	1967	572	43.43725
"KUWAIT"	1968	629	43.36638
"KUWAIT"	1969	686	41.0208
"KUWAIT"	1970	744	39.2693
"KUWAIT"	1971	796	39.52266
"KUWAIT"	1972	845	38.87106
"KUWAIT"	1973	894	34.98182
"KUWAIT"	1974	947	29.86461
"KUWAIT"	1975	1007	25.83289
"KUWAIT"	1976	1073	26.45112
"KUWAIT"	1977	1144	24.79134
"KUWAIT"	1978	1218	24.98406
"KUWAIT"	1979	1296	26.75549
"KUWAIT"	1980	1375	20.018
"KUWAIT"	1981	1451	16.348
"KUWAIT"	1982	1524	14.79
"KUWAIT"	1983	1593	13.429
"KUWAIT"	1984	1655	13.567
"KUWAIT"	1985	1712	13.114
"KUWAIT"	1986	1791	12.985
"KUWAIT"	1987	1873	13.058
"KUWAIT"	1988	1958	11.233
"KUWAIT"	1989	2048	9.733
"KUWAIT"	1990	2143	9.957
"KUWAIT"	1991	2101	9.65
"KUWAIT"	1992	1970	NA
"KUWAIT"	1993	1461	NA
"KUWAIT"	1994	1503	NA
"KUWAIT"	1995	1585	NA
"KUWAIT"	1996	1697	NA
"KUWAIT"	1997	1809	NA
"KUWAIT"	1998	1869	NA
"KUWAIT"	1999	NA	NA
"BAHRAIN"	1971	222	17.013
"BAHRAIN"	1972	230	14.856
"BAHRAIN"	1973	237	13.805
"BAHRAIN"	1974	243	13.112
"BAHRAIN"	1975	262	10.151
"BAHRAIN"	1976	275	12.607
"BAHRAIN"	1977	289	13.432
"BAHRAIN"	1978	303	13.046
"BAHRAIN"	1979	319	12.859
"BAHRAIN"	1980	334	12.724
"BAHRAIN"	1981	353	11.463
"BAHRAIN"	1982	374	10.182
"BAHRAIN"	1983	390	10.294
"BAHRAIN"	1984	407	10.348
"BAHRAIN"	1985	425	9.547
"BAHRAIN"	1986	442	9.119
"BAHRAIN"	1987	458	8.855
"BAHRAIN"	1988	473	9.211
"BAHRAIN"	1989	489	9.016586
"BAHRAIN"	1990	503	8.879175
"BAHRAIN"	1991	516	9.189181
"BAHRAIN"	1992	520	9.695446
"BAHRAIN"	1993	537	10.14418
"BAHRAIN"	1994	557	10.01123
"BAHRAIN"	1995	577	9.872484
"BAHRAIN"	1996	599	9.803745
"BAHRAIN"	1997	620	9.764247
"BAHRAIN"	1998	641.27	9.615497
"BAHRAIN"	1999	NA	NA
"U. ARAB EMIRATES"	1971	255	40.044
"U. ARAB EMIRATES"	1972	300	37.859
"U. ARAB EMIRATES"	1973	356	37.31108
"U. ARAB EMIRATES"	1974	425	35.67422
"U. ARAB EMIRATES"	1975	505	31.69739
"U. ARAB EMIRATES"	1976	597	30.61601
"U. ARAB EMIRATES"	1977	702	30.28544
"U. ARAB EMIRATES"	1978	813	25.33211
"U. ARAB EMIRATES"	1979	920	27.87429
"U. ARAB EMIRATES"	1980	1015	31.969
"U. ARAB EMIRATES"	1981	1100	28.907
"U. ARAB EMIRATES"	1982	1176	24.322
"U. ARAB EMIRATES"	1983	1242	21.36
"U. ARAB EMIRATES"	1984	1299	21.498
"U. ARAB EMIRATES"	1985	1349	19.648
"U. ARAB EMIRATES"	1986	1398	16.474
"U. ARAB EMIRATES"	1987	1447	17.082
"U. ARAB EMIRATES"	1988	1495	16.59
"U. ARAB EMIRATES"	1989	1543	18.308
"U. ARAB EMIRATES"	1990	1589	19.90125
"U. ARAB EMIRATES"	1991	1629	18.2869
"U. ARAB EMIRATES"	1992	1670	18.12974
"U. ARAB EMIRATES"	1993	2230	16.78222
"U. ARAB EMIRATES"	1994	2286	16.73126
"U. ARAB EMIRATES"	1995	2341	17.33808
"U. ARAB EMIRATES"	1996	2458	18.17233
"U. ARAB EMIRATES"	1997	2580	17.68352
"U. ARAB EMIRATES"	1998	2671	15.8024
"U. ARAB EMIRATES"	1999	NA	NA
"OMAN"	1971	672	5.884
"OMAN"	1972	691	6.115
"OMAN"	1973	711	5.716
"OMAN"	1974	736	5.51
"OMAN"	1975	766	7.119
"OMAN"	1976	802	7.708
"OMAN"	1977	843	6.795
"OMAN"	1978	888	6.155
"OMAN"	1979	937	5.894
"OMAN"	1980	988	6.521
"OMAN"	1981	1041	6.669
"OMAN"	1982	1096	6.92
"OMAN"	1983	1153	7.695
"OMAN"	1984	1209	8.162
"OMAN"	1985	1263	9.199
"OMAN"	1986	1316	7.734
"OMAN"	1987	1368	7.097
"OMAN"	1988	1419	7.235
"OMAN"	1989	1471	7.564
"OMAN"	1990	1502	7.878856
"OMAN"	1991	1559	7.944776
"OMAN"	1992	1640	7.899672
"OMAN"	1993	2018	7.924989
"OMAN"	1994	2076	7.974056
"OMAN"	1995	2135	8.001816
"OMAN"	1996	2173	NA
"OMAN"	1997	2256	NA
"OMAN"	1998	2321.61	NA
"OMAN"	1999	NA	NA
"AFGHANISTAN"	1945	9763	NA
"AFGHANISTAN"	1946	9982	0.194
"AFGHANISTAN"	1947	10204	0.196
"AFGHANISTAN"	1948	11439	0.194
"AFGHANISTAN"	1949	11648	0.247
"AFGHANISTAN"	1950	11830	0.188
"AFGHANISTAN"	1951	11983	0.212
"AFGHANISTAN"	1952	12138	0.221
"AFGHANISTAN"	1953	12299	0.219
"AFGHANISTAN"	1954	12470	0.283
"AFGHANISTAN"	1955	12652	0.33
"AFGHANISTAN"	1956	12890	0.351
"AFGHANISTAN"	1957	13059	0.407
"AFGHANISTAN"	1958	13272	0.428
"AFGHANISTAN"	1959	13400	0.454
"AFGHANISTAN"	1960	13588	0.477
"AFGHANISTAN"	1961	13742	0.504
"AFGHANISTAN"	1962	13907	0.551
"AFGHANISTAN"	1963	14077	0.562
"AFGHANISTAN"	1964	14232	0.586
"AFGHANISTAN"	1965	14381	0.62
"AFGHANISTAN"	1966	14525	0.646
"AFGHANISTAN"	1967	14663	0.727
"AFGHANISTAN"	1968	14796	0.755
"AFGHANISTAN"	1969	14930	0.701
"AFGHANISTAN"	1970	15062	0.74
"AFGHANISTAN"	1971	15198	0.841
"AFGHANISTAN"	1972	15322	0.789
"AFGHANISTAN"	1973	15444	0.838
"AFGHANISTAN"	1974	15576	0.883
"AFGHANISTAN"	1975	15690	0.896
"AFGHANISTAN"	1976	15825	0.981
"AFGHANISTAN"	1977	15957	0.978
"AFGHANISTAN"	1978	16090	0.998
"AFGHANISTAN"	1979	16220	1.007
"AFGHANISTAN"	1980	16353	0.966
"AFGHANISTAN"	1981	16497	0.988
"AFGHANISTAN"	1982	16786	1.022
"AFGHANISTAN"	1983	17222	1.117
"AFGHANISTAN"	1984	17672	1.195
"AFGHANISTAN"	1985	18136	1.313
"AFGHANISTAN"	1986	18614	1.289
"AFGHANISTAN"	1987	15219	1.495
"AFGHANISTAN"	1988	15513	1.814
"AFGHANISTAN"	1989	15814	1.826
"AFGHANISTAN"	1990	16121	1.853
"AFGHANISTAN"	1991	16430	1.769
"AFGHANISTAN"	1992	19060	NA
"AFGHANISTAN"	1993	22142.62	NA
"AFGHANISTAN"	1994	22789.43	NA
"AFGHANISTAN"	1995	23481	NA
"AFGHANISTAN"	1996	24205.6	NA
"AFGHANISTAN"	1997	24964.98	NA
"AFGHANISTAN"	1998	25761.01	NA
"AFGHANISTAN"	1999	NA	NA
"TURKMENISTAN"	1991	3762	3.762028
"TURKMENISTAN"	1992	4032	3.324071
"TURKMENISTAN"	1993	4308	2.799998
"TURKMENISTAN"	1994	4406	2.264093
"TURKMENISTAN"	1995	4508	2.053539
"TURKMENISTAN"	1996	4598	1.878449
"TURKMENISTAN"	1997	4658	1.644723
"TURKMENISTAN"	1998	4718	1.737472
"TURKMENISTAN"	1999	NA	1.989605
"TAJIKISTAN"	1991	5464	2.275005
"TAJIKISTAN"	1992	5571	1.58423
"TAJIKISTAN"	1993	5638	1.38902
"TAJIKISTAN"	1994	5745	1.103502
"TAJIKISTAN"	1995	5825	0.95866
"TAJIKISTAN"	1996	5917	0.9022531
"TAJIKISTAN"	1997	6017	0.9038665
"TAJIKISTAN"	1998	6113	0.9365182
"TAJIKISTAN"	1999	NA	0.9521726
"KYRGYZSTAN"	1991	4450	2.872145
"KYRGYZSTAN"	1992	4490	2.451223
"KYRGYZSTAN"	1993	4483	2.049699
"KYRGYZSTAN"	1994	4473	1.638771
"KYRGYZSTAN"	1995	4514	1.533172
"KYRGYZSTAN"	1996	4576	1.617995
"KYRGYZSTAN"	1997	4635	1.753016
"KYRGYZSTAN"	1998	4698	1.763305
"KYRGYZSTAN"	1999	NA	1.802368
"UZBEKISTAN"	1991	20958	2.81713
"UZBEKISTAN"	1992	21700	2.443405
"UZBEKISTAN"	1993	21948	2.333352
"UZBEKISTAN"	1994	22377	2.169429
"UZBEKISTAN"	1995	22785	2.111245
"UZBEKISTAN"	1996	23225	2.106292
"UZBEKISTAN"	1997	23667	2.119276
"UZBEKISTAN"	1998	24079	2.174076
"UZBEKISTAN"	1999	NA	2.230063
"KAZAKHSTAN"	1991	16810	4.197751
"KAZAKHSTAN"	1992	17040	3.663032
"KAZAKHSTAN"	1993	16479	3.33065
"KAZAKHSTAN"	1994	16297	2.93799
"KAZAKHSTAN"	1995	16066	2.724432
"KAZAKHSTAN"	1996	15921	2.773518
"KAZAKHSTAN"	1997	15801	2.86551
"KAZAKHSTAN"	1998	15704.83	2.859821
"KAZAKHSTAN"	1999	NA	2.936886
"CHINA"	1945	548586	0.233
"CHINA"	1946	553269	0.226
"CHINA"	1947	557992	0.248
"CHINA"	1948	562755	0.256
"CHINA"	1949	567559	0.254
"CHINA"	1950	571889	0.272
"CHINA"	1951	577290	0.29
"CHINA"	1952	582218	0.306
"CHINA"	1953	587690	0.321
"CHINA"	1954	602660	0.338
"CHINA"	1955	614650	0.355
"CHINA"	1956	628280	0.371
"CHINA"	1957	646530	0.389
"CHINA"	1958	659940	0.445
"CHINA"	1959	672070	0.479
"CHINA"	1960	667073	0.567
"CHINA"	1961	660333	0.477
"CHINA"	1962	665773	0.445
"CHINA"	1963	682333	0.47
"CHINA"	1964	698353	0.519
"CHINA"	1965	715183	0.577
"CHINA"	1966	735403	0.641
"CHINA"	1967	754553	0.596
"CHINA"	1968	774513	0.547
"CHINA"	1969	796033	0.617
"CHINA"	1970	818315	0.696
"CHINA"	1971	841105	0.709
"CHINA"	1972	862030	0.712
"CHINA"	1973	881940	0.74
"CHINA"	1974	900350	0.737
"CHINA"	1975	916395	0.766
"CHINA"	1976	930685	0.725
"CHINA"	1977	943455	0.762
"CHINA"	1978	956165	0.823
"CHINA"	1979	969005	0.879
"CHINA"	1980	981235	0.972
"CHINA"	1981	993861	0.966
"CHINA"	1982	1008599	0.963
"CHINA"	1983	1023288	1.029
"CHINA"	1984	1036803	1.136
"CHINA"	1985	1051013	1.262
"CHINA"	1986	1066758	1.239
"CHINA"	1987	1083998	1.261
"CHINA"	1988	1101596	1.326
"CHINA"	1989	1118619	1.352
"CHINA"	1990	1133683	1.324
"CHINA"	1991	1149523	1.378
"CHINA"	1992	1162000	1.493
"CHINA"	1993	1178402	1.675787
"CHINA"	1994	1190918	1.869504
"CHINA"	1995	1203324	2.044026
"CHINA"	1996	1215414	2.216469
"CHINA"	1997	1227177	2.387799
"CHINA"	1998	1238599	2.548973
"CHINA"	1999	NA	2.703912
"MONGOLIA"	1945	710	NA
"MONGOLIA"	1946	720	NA
"MONGOLIA"	1947	730	NA
"MONGOLIA"	1948	741	NA
"MONGOLIA"	1949	753	0.818
"MONGOLIA"	1950	766	0.827
"MONGOLIA"	1951	779	0.837
"MONGOLIA"	1952	793	0.846
"MONGOLIA"	1953	807	0.844
"MONGOLIA"	1954	820	0.841
"MONGOLIA"	1955	836	0.842
"MONGOLIA"	1956	854	0.994
"MONGOLIA"	1957	873	1.095
"MONGOLIA"	1958	897	1.167
"MONGOLIA"	1959	923	1.257
"MONGOLIA"	1960	953	1.274
"MONGOLIA"	1961	983	1.352
"MONGOLIA"	1962	1008	1.42
"MONGOLIA"	1963	1031	1.429
"MONGOLIA"	1964	1061	1.38
"MONGOLIA"	1965	1090	1.529
"MONGOLIA"	1966	1119	1.525
"MONGOLIA"	1967	1150	1.584
"MONGOLIA"	1968	1181	1.665
"MONGOLIA"	1969	1214	1.723
"MONGOLIA"	1970	1248	1.806
"MONGOLIA"	1971	1283	1.86
"MONGOLIA"	1972	1321	1.925
"MONGOLIA"	1973	1360	1.981
"MONGOLIA"	1974	1403	2.047
"MONGOLIA"	1975	1444	2.119
"MONGOLIA"	1976	1487	2.204
"MONGOLIA"	1977	1531	2.315
"MONGOLIA"	1978	1576	2.445
"MONGOLIA"	1979	1595	2.536
"MONGOLIA"	1980	1640	2.65
"MONGOLIA"	1981	1685	1.573031
"MONGOLIA"	1982	1746	1.655294
"MONGOLIA"	1983	1788	1.70374
"MONGOLIA"	1984	1857	1.758
"MONGOLIA"	1985	1909	1.858
"MONGOLIA"	1986	1962	1.906
"MONGOLIA"	1987	2017	1.855
"MONGOLIA"	1988	2073	1.886
"MONGOLIA"	1989	2131	2.008
"MONGOLIA"	1990	2190	1.842
"MONGOLIA"	1991	2250	1.643765
"MONGOLIA"	1992	2310	1.46382
"MONGOLIA"	1993	2354.15	1.39804
"MONGOLIA"	1994	2402.09	1.409257
"MONGOLIA"	1995	2451	1.477445
"MONGOLIA"	1996	2497.75	1.493629
"MONGOLIA"	1997	2542.18	1.535338
"MONGOLIA"	1998	2584.12	1.57243
"MONGOLIA"	1999	NA	1.604789
"TAIWAN"	1949	7099	0.773
"TAIWAN"	1950	7619	0.721
"TAIWAN"	1951	7720	0.885
"TAIWAN"	1952	8000	0.976
"TAIWAN"	1953	8260	1.029
"TAIWAN"	1954	8620	1.087
"TAIWAN"	1955	8910	1.116
"TAIWAN"	1956	9240	1.129
"TAIWAN"	1957	9690	1.148
"TAIWAN"	1958	10039	1.188
"TAIWAN"	1959	10431	1.226
"TAIWAN"	1960	10792	1.256
"TAIWAN"	1961	11149	1.298
"TAIWAN"	1962	11511	1.355
"TAIWAN"	1963	11883	1.42
"TAIWAN"	1964	12257	1.542
"TAIWAN"	1965	12628	1.66
"TAIWAN"	1966	12993	1.735
"TAIWAN"	1967	13297	1.883
"TAIWAN"	1968	13650	1.95
"TAIWAN"	1969	14335	2.019
"TAIWAN"	1970	14676	2.188
"TAIWAN"	1971	14995	2.392
"TAIWAN"	1972	15289	2.626
"TAIWAN"	1973	15565	2.914
"TAIWAN"	1974	15852	3.003
"TAIWAN"	1975	16150	3.042
"TAIWAN"	1976	16508	3.345
"TAIWAN"	1977	16813	3.57
"TAIWAN"	1978	17136	3.92
"TAIWAN"	1979	17479	4.248
"TAIWAN"	1980	17805	4.459
"TAIWAN"	1981	18136	4.593
"TAIWAN"	1982	18458	4.642
"TAIWAN"	1983	18733	4.902
"TAIWAN"	1984	19013	5.294
"TAIWAN"	1985	19258	5.449
"TAIWAN"	1986	19455	5.901
"TAIWAN"	1987	19673	6.598
"TAIWAN"	1988	19904	7.169
"TAIWAN"	1989	20101	7.721
"TAIWAN"	1990	20353	8.063
"TAIWAN"	1991	20454	8.583
"TAIWAN"	1992	20636	9.083
"TAIWAN"	1993	20823	9.57
"TAIWAN"	1994	21026	10.098
"TAIWAN"	1995	21217	10.61
"TAIWAN"	1996	21387	11.127
"TAIWAN"	1997	21670	11.729
"TAIWAN"	1998	21820	12.181
"TAIWAN"	1999	NA	12.84504
"N. KOREA"	1948	11876	NA
"N. KOREA"	1949	9083	1.076
"N. KOREA"	1950	9470	1.03
"N. KOREA"	1951	9348	0.696
"N. KOREA"	1952	9100	0.67
"N. KOREA"	1953	8985	0.689
"N. KOREA"	1954	8991	0.917
"N. KOREA"	1955	9100	1.099
"N. KOREA"	1956	9296	1.176
"N. KOREA"	1957	9557	1.263
"N. KOREA"	1958	9864	1.353
"N. KOREA"	1959	10193	1.46
"N. KOREA"	1960	10526	1.546
"N. KOREA"	1961	10850	1.601
"N. KOREA"	1962	11160	1.676
"N. KOREA"	1963	11464	1.724
"N. KOREA"	1964	11767	1.799
"N. KOREA"	1965	12100	1.934
"N. KOREA"	1966	12440	2.051
"N. KOREA"	1967	12787	2.124
"N. KOREA"	1968	13151	2.256
"N. KOREA"	1969	13518	2.276
"N. KOREA"	1970	13892	2.347
"N. KOREA"	1971	14273	2.588
"N. KOREA"	1972	14661	2.49
"N. KOREA"	1973	15054	2.582
"N. KOREA"	1974	15451	2.653
"N. KOREA"	1975	15852	2.735
"N. KOREA"	1976	16255	2.79
"N. KOREA"	1977	16661	2.868
"N. KOREA"	1978	17072	2.937
"N. KOREA"	1979	17475	2.983
"N. KOREA"	1980	17892	3.065
"N. KOREA"	1981	18317	3.114
"N. KOREA"	1982	18901	3.175
"N. KOREA"	1983	19222	3.292
"N. KOREA"	1984	19549	3.355
"N. KOREA"	1985	19888	3.448
"N. KOREA"	1986	20238	3.523
"N. KOREA"	1987	20601	3.579
"N. KOREA"	1988	20977	4.065
"N. KOREA"	1989	21367	4.187
"N. KOREA"	1990	21773	4.272
"N. KOREA"	1991	22193	4.359
"N. KOREA"	1992	22920	NA
"N. KOREA"	1993	21500.74	NA
"N. KOREA"	1994	21865.19	NA
"N. KOREA"	1995	22239	NA
"N. KOREA"	1996	22582.27	NA
"N. KOREA"	1997	22893.39	NA
"N. KOREA"	1998	23170.91	NA
"N. KOREA"	1999	NA	NA
"KOREA, S."	1949	20208	0.507
"KOREA, S."	1950	20356	0.606
"KOREA, S."	1951	20370	0.651
"KOREA, S."	1952	20480	0.667
"KOREA, S."	1953	20788	0.796
"KOREA, S."	1954	20999	0.817
"KOREA, S."	1955	21210	0.879
"KOREA, S."	1956	21921	0.882
"KOREA, S."	1957	22630	0.927
"KOREA, S."	1958	23339	0.926
"KOREA, S."	1959	24048	0.92
"KOREA, S."	1960	24756	0.904
"KOREA, S."	1961	25420	0.918
"KOREA, S."	1962	26097	0.928
"KOREA, S."	1963	26796	0.989
"KOREA, S."	1964	27514	1.024
"KOREA, S."	1965	28421	1.058
"KOREA, S."	1966	29146	1.163
"KOREA, S."	1967	29835	1.214
"KOREA, S."	1968	30531	1.338
"KOREA, S."	1969	31233	1.457
"KOREA, S."	1970	31923	1.68
"KOREA, S."	1971	32596	1.815
"KOREA, S."	1972	33266	1.845
"KOREA, S."	1973	33935	2.066
"KOREA, S."	1974	34606	2.236
"KOREA, S."	1975	35281	2.323
"KOREA, S."	1976	35849	2.558
"KOREA, S."	1977	36412	2.78
"KOREA, S."	1978	36969	3.083
"KOREA, S."	1979	37534	3.321
"KOREA, S."	1980	38124	3.093
"KOREA, S."	1981	38723	3.212
"KOREA, S."	1982	39326	3.395
"KOREA, S."	1983	39910	3.712
"KOREA, S."	1984	40406	4.005
"KOREA, S."	1985	40806	4.217
"KOREA, S."	1986	41184	4.622
"KOREA, S."	1987	41575	5.08
"KOREA, S."	1988	41975	5.607
"KOREA, S."	1989	42380	6.093
"KOREA, S."	1990	42869	6.673
"KOREA, S."	1991	43268	7.251
"KOREA, S."	1992	43660	7.576117
"KOREA, S."	1993	44056	7.920864
"KOREA, S."	1994	44453	8.497766
"KOREA, S."	1995	44995	9.144238
"KOREA, S."	1996	45545	9.643601
"KOREA, S."	1997	45991	10.02864
"KOREA, S."	1998	46410.33	9.269314
"KOREA, S."	1999	NA	10.16401
"JAPAN"	1945	72147	NA
"JAPAN"	1946	NA	NA
"JAPAN"	1947	NA	NA
"JAPAN"	1948	NA	NA
"JAPAN"	1949	NA	NA
"JAPAN"	1950	83627	1.43
"JAPAN"	1951	84869	1.61
"JAPAN"	1952	86111	1.741
"JAPAN"	1953	87342	1.832
